Card ID,Name,Alternate Name,Render Type,Game,Cycle,Card Size,Found In,Tech Type,Tech Sub-Type,Flavor (Project),Requirements,Leads To,Cycle-locked?,Flavor (Tech),Central Icon,Abilities,FAQ,Errata
EA2722,Sharing the Knowledge,Last Academy,Technology,Odyssey,Cycle V,Tarot,Secret Deck 16,Structural,Core,You have sat on this trasure trove of knowledge like an ancient dragon. Maybe they are right. Maybe it is time to share your achievements with the world...,—,"Argo Crew Rebuilding, Scientific Debunking",,"Here the philosophers and academicians conduct their research, poring over dusty tomes and phos scripture",,"Forgotten Knowledge: Reference. When you start a new Cycle V campaign, take all of the Combat and Structural Technology cards you have researched and remove all that have a ""Cycle IV only"" tag. You won't need them in Cycle V. Note that you will also have very limited use of Cycle IV Production Facilities, so you may remove these cards too. Permanent. Crew Limit: 6, Hull Limit: 6. (You cannot gain @Crew or @Hull if they would exceed this limit.)",,
EA2723,Voyage Home,Damaged Bridge Tholos,Technology,Odyssey,Cycle V,Tarot,Secret Deck 16,Structural,Core,The Old Priest is gone. The Argo is worse for wear. Jason holds it together. Just this one more thing...,—,Underwater Scouting,,"The bridge, though much diminished, still servers its purpose",,Visiting Traders: Gain +1 @ArgoFate to Trading.<<NL>>*Cooldown:* 7 days,,
EA2749,The Last Wish,Nereidan Shell,Technology,Odyssey,Cycle V,Tarot,Secret Deck 16,Structural,Core,The Last Wish of parting souls has granted the Argo a waterproof shell so it could traverse an underground river back to the Great Sea. Who knew it would become essential to your survival. Is this her providence or merely serendipity?,—,Underwater Scouting,,"The ship can extend the Shell on command, as if it is growing it. However, without an oxygen generation system, time underwater is very limited",,"Recycled Growth: The Exploration Deck has several cards showing your mining efforts. These cards award you with Babelian Lunacy Primordial resources. If oyu are on Story 2A or further, during the Advancement Phase, you may trade these resources for Atlantean Tekne resources (any number of times): Trading.; Nereidan Move: Argo Oxygen Limit: 1(_Argo_ gains 1 Oxygen token). If you're submerged at the start of the Voyage Phase, flip 1 Oxygen token; if you canont, either immediately surface or lose -1 @Hull instead. If you're surfaced at the start of the Voyage Phase, flip 1 Aether token. During each Movement Step, before moving, you may surface or gain +1 @ArgoFate to submerge.; Emergency Submersion: Lose -1 @Hull to submerge when the Nemesis is about ot enter your space or when prompted (the Nemesis does not move onto your tile)",,
EA2761,The Future of the Argo,Half-Lit Agora,Technology,Odyssey,Cycle V,Tarot,Secret Deck 16,Structural,Core,"Though busted and beaten, the Argo still has wonders to share: not of magic, but of dedicated hard work",—,Grassroots Diplomacy,,"Repairing the Argo is far beyond your capabilities, but you will make do",,"Lying Power: Reference. When instructed to apply Ascendency rules, all Gear cards with a Power Level lower than V (and without the Ascended keyword) incur the following penalties for the remainder of the Cycle:<<NL>>(Weapons only) When you attack with this weapon, you cannot use any tokens from the Kratos Pool or place any tokens in the Kratos Pool.<<NL>>You do not benefit from {Power Re-roll X}.<<NL>>Increase all @Fate cost on the card by 4.<<NL>>(Armor and Shield only) -1 @Potential on Armor Roll<<NL>>-1 Evasion re-roll @EvasionReroll (to a minimum of 0)<<NL>>-1 Evasion bonus @Evasion (to a minimum of 0)",,
EA2762,Shared Fates,Titan Oikos,Technology,Odyssey,Cycle V,Tarot,Secret Deck 16,Structural,Core,"Realizing they are both weapons, one way or the other, the Argonauts' bond with the Titans grows even stronger",—,Ultimate Titan Breeding,,Dreamwalking Argonauts report having hazy visions of faraway lands. It becomes hard for them to discern what's real and what's not,,"Titanoaristia: Immediate. Resolve _Inwards Odyssey 40: Song of Life_ Adventure (if you haven't already). Reference. Each time a Titan dies in Battle, other Titans may gain +1 @Rage. In addition, when a Titan survives an Obol Draw, they may gain +1 @Rage (as noted on the new _You Live!_ Obol cards.; Titanomorphosis: Reference. Unliked Fused Titans, Titans created through Titan Breeding don't require a Primordial Core, unless it is specifically stated.; Titan Stoa Capacity III: Permanent. Titan Limit: 20",,
EA2763,Argo Crew Rebuilding,,Technology,Odyssey,Cycle V,Standard,,Structural,,"Persia was a harsh land, and the journey through Phlegeton grueling",Sharing the Knowledge,Argo Philosophy,,"With the Cyclades touched by an environmental disaster, there is no shortage of volunteers",,Argo Comissions: City Negotiation. Gian +1 @ArgoFate to gain +1 @Crew and +1 @Paranoia,,
EA2764,Argo Philosophy,,Technology,Odyssey,Cycle V,Standard,,Structural,,The Symmachy's ideas are rubbing off on you. You don't know if that's a good thing,Argo Crew Rebuilding,"Argo Initiative, Spiral Theory",,"No mortal or Titan left behind, no task too great for the many hands of the Argo",,Argo Syneikismos: Save. Gain +1 @ArgoFate when you are about to lose @Crew during the Voyage or Adventure Phase to test Diplomacy (7+).<<NL>>*Success:* Lower this @Crew loss by 1 (to a minimum of 0),,
EA2765,Argo Initiative,,Technology,Odyssey,Cycle V,Standard,,Structural,,"If you are to help these people, you first need to help yourselves",Argo Philosophy,Atlantean Investigations,,A few fast hemiolias traveling from polis to polis,,Cyclades Recruitment: Lose 8 Atlantean Tekne resources to add the [Cyclades Recruitment Drive|EB2721] Exploration card to the Exploration deck,,
EA2766,Atlantean Investigations,,Technology,Odyssey,Cycle V,Standard,,Structural,,The Cyclades are a melting pot of cultures and superstitions. You need to be able to tell truth from myth,"Argo Initiative, Cyclades Intelligence",Pattern Deciphering,,"Between the islands and the fallen underwater kingdom of Atlantis, there is so much lost knowledge here...",,"Cyclades Scout Reports: Gain +1 @ArgoFate to roll twice for the Adventure Hubs Table and choose one result (once). If you roll the same result on both dice, choose the hub instead",,
EA2767,Pattern Deciphering,,Technology,Odyssey,Cycle V,Standard,,Structural,,The Silver Ones ruins hold many mysteries. You would do well to decipher them,"30+ explored Map tiles, Atlantean Investigations",—,,"There are at least two distinct scripts here. Also, it is very curious to find Centimanes and Babelian symbols here",,Ancient Truths: Gain +1 @ArgoFate when the _Argo_ is on an explored Map tile with @Progress symbol to test Diplomacy (7+).<<NL>>*Success:* Gain +1 @Progress.<<NL>>Gain +2 @ArgoFate when the _Argo_ is on an explored Map tile with @SilverRemnant symbol to test Diplomacy (7+).<<NL>>*Success:* Gain +1 @ArgoKnowledge,,
EA2768,Scientific Debunking,,Technology,Odyssey,Cycle V,Standard,,Structural,,"The ""Cradle of the Old Faiths"" is gripped by the crude hand of superstition",Sharing the Knowledge,"The Peace Mission, Cyclades Intelligence, Spiral Theory",,"Taking a cue from the Followers of Areté, you send out ""philosopher pilgrims"", to spread more accurate knowledge of the natural world",,Scientific Method: Save. Gain +1 @ArgoFate when you are about to gain @Paranoia to test Diplomacy (7+).<<NL>>*Success:* Lower this @Paranoia gain by 1 (to a minimum of 0). City Negotiation. Gain +1 @ArgoFate to lose -1 @Paranoia,,
EA2769,The Peace Mission,,Technology,Odyssey,Cycle V,Standard,,Structural,,"With various factions and religions vying for power, the Cyclades are on the verge of a brutal civil war. You need to prevent that from happening","Scientific Debunking, Grassroots Diplomacy",Spiral Theory,,"You send diplomats to the various factions, to diffuse growing tensions",,Peace Emissaries: Immediate. Add the [Peace Emissaries|EB2713] Exploration card to the Exploration deck,,
EA2770,Cyclades Intelligence,,Technology,Odyssey,Cycle V,Standard,,Structural,,"As the situation in the Cyclades deteriorates, you need more concrete intelligence, also of the military kind",Scientific Debunking,Atlantean Investigations,,"Agents are alrady here, though some of them may also work for the Symmachy",,Symmachy Liaisons: Immediate. Add the [Symmachy Liaisons|EB2712] Exploration card to the Exploration deck,,
EA2771,Spiral Theory,,Technology,Odyssey,Cycle V,Standard,,Structural,,"These ruins have stood here for aeons and, curiously, the Silver Ones who counseled Atlantis did not reclaim them. Why?","Argo Philosophy, Scientific Debunking, The Peace Mission","Fresher Start, Phobian Psychology",,These spiral patterns tell of the cyclical nature of the world... perhaps. Perhaps you are grasping. But it is no coincidence that sirens congregate here,,"Eldritch Knowledge: SilverRemnant Negotiation. Lose -1 @ArgoFate.<<NL>>*Fleeting Truth:* When you gain @ArgoKnowledge, instead of gaining it, you may lose -2 @ArgoFate",,
EA2772,Fresher Start,,Technology,Odyssey,Cycle V,Standard,,Structural,,"You have burned many bridges, and the walls are closing in around you. You need to disappear","Spiral Theory, Tight-spaces Navigation",—,,"Weeks of planning and preparation allow you to submerge for much, much longer. You doubt the crew could survive another ""silent run"" like this one, though",,"Go Off Grid: Immediate. Gian +1 Unavoidable @Doom to remove the Nemesis and all Adversaries from the Map. Additionally, choose 1 Faction that is Aligned With Nemesis and immediately set your Diplomacy Score with this Faction to -9.<<NL>>This ability ignores the normal restrictions of the ""Aligned With Nemesis"" Diplomacy Threshold",,
EA2773,Grassroots Diplomacy,,Technology,Odyssey,Cycle V,Standard,,Structural,,"Lines are being drawn, and those whose favor you're not currying are aligning themselves with the Other. You need to fight for the future",The Future of the Argo,"The Peace Mission, Cyclades Commerce, Mortal Alliance",,Establishing permanent diplomatic relations is a start,,"Cyclades Emissaries: City Negotiation. Lose 4 Cycle V Mortal resources of your choosing and gain +1 @ArgoFate to gain +1 Diplomacy with the Local Faction, or 12 Mortal resources of your choosing and gain +1 @ArgoFate to gain +1 Diplomacy with any Faction",,
EA2774,Cyclades Commerce,,Technology,Odyssey,Cycle V,Standard,,Structural,,Trade and trade relations are the foundations of lasting peace,Grassroots Diplomacy,"Cyclades Information Circulation, Moirai Rebellion, New Oikos",,The Argo is in a unique position to serve as both cargo vessel and trading hub for the people of the Cyclades,,Islandic Trade Routes: City Negotation. Trading. Immediate. Add the [Familiar Theban Trader|EB2720] card to the Exploration deck,,
EA2775,Cyclades Information Circulation,,Technology,Odyssey,Cycle V,Standard,,Structural,,"There are many half-truths, lies, and myths that still shape the Cyclades. You need to combat this misinformation",Cyclades Commerce,—,,"Information is a good, especially if it is reliable",,Information Agora: City Negotiation. Gain +1 @ArgoFate and +1 @Paranoia to gain +1 @Progress,,
EA2776,Underwater Scouting,,Technology,Odyssey,Cycle V,Standard,,Structural,,The seabed remains woefully unexplored,"Voyage Home, The Last Wish",Improved Submergence,,"Repurposed from Atlantean ""elevators""",,"Scout Bathysphere: Gain +1 @ArgoFate to see the underwater side of your current or adjacent Map tile. Alternatively, for free, roll a d10; on a 6+, see the underwater side of your current or adjacent Map tile",,
EA2777,Improved Submergence,,Technology,Odyssey,Cycle V,Standard,,Structural,,"Though the Last Wish was grand, it can be improved upon","18+ explored Map tiles, Underwater Scouting","Tight-spaces Navigation, Atlantean Docking Procedures",,Vacuum-sealed cargo holds are turned into oxygen tanks for longer submersion periods,,Oxygen Tanks: Permanent. Argo Oxygen Limit: 2 (the _Argo_ gains an additional Oxygen token),,
EA2778,Tight-Spaces Navigation,,Technology,Odyssey,Cycle V,Standard,,Structural,,The Argo was not designed with underwater navigation in mind,Improved Submergence,"Fresher Start, Superior Submergence, Gaia's Stepchildren",,A system of lookouts across the ship will allow for precise movement,UnderwaterCave,Nereidan Crow Nests: Permanent. You can move through @Lock waterways with @UnderwaterCave symbol. Underwater City Negotiation. Gain +1 @ArgoFate to flip 1 Aether token,,
EA2779,Superior Submergence,,Technology,Odyssey,Cycle V,Standard,,Structural,,The Atlantean cities stood on the seabed for centuries. How?,"35+ explored Map tiles, Tight-spaces Navigation",—,,Repurposed Atlantean tekne allows for limited recycling of used air,,Nereidan Oxygen Stations: Permanent. Argo Oxygen Limit: 3 (the _Argo_ gains an additional Oxygen token).; Depths Nymph's Blessing: Use your Depths Nymph Summoning Charge to immediately flip 1 Aether token,,
EA2780,Moirai Rebellion,,Technology,Odyssey,Cycle V,Standard,,Structural,,No longer will the gods dictate how the world is run,Cyclades Commerce,"Phobian Psychology, Atlantean Docking Procedures",,"You invite the arguments, for scrutiny and testing are how progress is made",,Temple Debates: Underwater City Negotiation. Lose -2 @ArgoFate,,
EA2781,Phobian Psychology,,Technology,Odyssey,Cycle V,Standard,,Structural,,Crete showed tending to the wounds on the soul is as crucial as those on the body,"Spiral Theory, Moirai Rebellion",—,,"Constant fear can lead to lasting anxiety, but so too can lasting help disperse it",,Psychological Care: Lose -1 Priest to make one Argonaut lose any Phobia Affliction or gain 1 Fated Mnemos node. City Negotiation. Lose -2 Priests to gain 1 Echo of Recollection Divine resource,,
EA2782,Atlantean Docking Procedures,,Technology,Odyssey,Cycle V,Standard,,Structural,,Atlantean airbridges allowed subremes to quickly dock with underwater cities,"Improved Submergence, Moirai Rebellion","Mortal Alliance, Atlantean Maintenance Procedures, Gaia's Stepchildren",,The Argo aribridge whoe length runs the entirety of the hull will tremendously speed up embarking and disembarking,,"Visiting Polis: Permanent. As long as the Local Faction is not Aligned With Nemesis, each @ArgoFate used to activate a Negotiation ability can be used to activate another Negotiation ability",,
EA2783,Mortal Alliance,,Technology,Odyssey,Cycle V,Standard,,Structural,,"Through constant recruitment and unfortunate attrition, the Argo has become a true alliance of all peoples of Hellas--and beyond","Grassroots Diplomacy, Atlantean Docking Procedures",—,,All are welcome on the Argo,,"Cyclades Cooperation: Permanent. When on a tile adjacent to a Map tile with a @City, you may use a single @City Negotiation ability as if you were on that tile. Place the Last Visited City token on that @City Map tile",,
EA2784,Atlantean Maintenance Procedures,,Technology,Odyssey,Cycle V,Standard,,Structural,,"The Atlanteans could perform miraculous repairs, even underwater",Atlantean Docking Procedures,—,,"Though in state of great disrepair, some Atlantean maintenance facilities can still be found in Cycladean poleis; you need only restore them",,Port Maintenance: City Negotiation. Gain +1 @ArgoFate to gain +1 @Hull,,
EA2785,Ultimate Titan Breeding,,Technology,Odyssey,Cycle V,Standard,,Structural,,The curses of Persia had a profound and irreversible effect on some of your Titans,Shared Fates,New Oikos,,The world is yours now. And so is the responsibility,,"Persian Strains Breeding: Lose 1 Dreamwalker Titan to note a _Cloudsoarer, Wishender,_ or _Lunarlander_ Event on the Timeline, 10 days from now, or a _Shadowdancer_ Event, 14 days from now. When you resolve this event, gain one Titan of the corresponding class. You cannot use this ability again until you resolve the event.; Accelerated Persian Breeding: You may gain +1 @ArgoFate to use Persian Strains Breeding with Cooldown: 12 days. If you do, write the chosen Breeding event 5 days from now instead",,
EA2786,New Oikos,,Technology,Odyssey,Cycle V,Standard,,Structural,,"Even though it has been decades since they were under the gods' control, people still fear the Titans","Ultimate Titan Breeding, Cyclades Commerce",—,,The Titans of this age are docile and fall prey to mortal hunters. You will pay good money to take them off their hands and give them a better life... once all this is over,,Titan Reclaiming: City Negotiation. Gain +1 @ArgoFate to gain +1 Titan. Immediate. Add the [Reclaimed Titan|EB2681] Exploration card to the Exploration deck,,
EA2787,Gaia's Stepchildren,,Technology,Odyssey,Cycle V,Standard,,Structural,,The truth of the gods demise is as frightening as it is liberating. You need to forge a new way forward,"Atlantean Docking Procedures, Tight-spaces Navigation",—,,Life finds a way,,Mortals Prevail: Permanent. You may use @City or underwater @UnderwaterCity Negotiation abilities on spaces covered by Ruins. Place the appropriate Last Visited token on that Map tile,,
EA2788,Mnestis Training,,Technology,Odyssey,Cycle V,Standard,Secret Deck 15,Structural,,"Mock combat training will not cut it, not in these fathomless depths",—,—,,The refined Mnestis tekne allows for on-the-fly combat situations,,"Mnestis Simulation: Permanent. You may gain +1 @ArgoFate to add a Mnestis Simulation to the Timeline, 1 day from now (See Mnestis Simulation Battles in the Storybook, p. 11), with Cooldown: 12 days",,
