Card ID,Name,Card Type,Game,Cycle,Card Size,Found In,Tech Type,Tech Sub-Type,Cycle-locked?,Flavor (Project),Requirements,Leads To,Flavor (Tech),Facility Name,Recipes,FAQ,Errata
EA2735,Atlantean Weapons,Technology,Odyssey,Cycle V,Standard,,Combat,Production Facility,,,,,,Atlantean Retrofitters,"GearIcon1=Atlantean Spada|GearIcon2=Oscillating Spear|GearIcon3=Lightwall Shield|ingredients1=4x Atlantean Tekne,4x Liquid Aether,6x Oxidized Ambrosia,2x Microwave Cell|ingredients2=4x Black-tainted Stepfinger,4x Orichalcum Chunk,4x Hydradynamic Scales|ingredients3=6x Orichalcum Chunk,6x Oxidized Ambrosia,1x Amygdalan Extract|GearIcon4=Subreme Harpoon|ingredients4=6x Atlantean Tekne,5x Orichalcum Chunk,4x Oxidized Ambrosia,2x Microwave Cell",,
EA2736,Atlantean Support,Technology,Odyssey,Cycle V,Standard,,Combat,Production Facility,,,,,,Reverse-Engineering Atelier,"GearIcon1=Atlantean Rebreather|GearIcon2=Portable Hardlight Generator|GearIcon3=Phos Helm|ingredients1=6x Liquid Aether,15x Oxidized Ambrosia|ingredients2=9x Orichalcum Chunk,6x Photophobic Flesh|ingredients3=12x Atlantean Tekne,7x Oxidized Ambrosia,2x Amygdalan Extract|GearIcon4=Darklight Wiring|ingredients4=9x Orichalcum Chunk,6x Hydradynamic Scales",,
EA2737,Dragon of Phobos Sighting,Technology,Odyssey,Cycle V,Standard,,Combat,Production Facility,,,,,,Phobosian Starcharters,"GearIcon1=Wrist Harpoon Chaser|GearIcon2=Eyes of the Argo|GearIcon3=Anxiety Regulator|ingredients1=2x Atlantean Tekne,3x Liquid Aether,4x Hydradynamic Scales|ingredients2=4x Black-tainted Stepfinger,3x Orichalcum Chunk,3x Amygdalan Extract|ingredients3=5x Liquid Aether,3x Amygdalan Extract|GearIcon4=Magnesium Flashbang|ingredients4=2x Liquid Aether,3x Orichalcum Chunk,1x Hydradynamic Scales,2x Amygdalan Extract",,
EA2738,Dragon of Phobos Autopsy,Technology,Odyssey,Cycle V,Standard,,Combat,Production Facility,,,,,,Orrery of Fear,"GearIcon1=Feareater|GearIcon2=Skylight Breastplate|GearIcon3=Black Vent Camouflage|ingredients1=1x Dreamwalker Titan,1x Dragon of Phobos Core|ingredients2=9x Orichalcum Chunk,7x Hydradynamic Scales|ingredients3=7x Liquid Aether,8x Oxidized Ambrosia,3x Amygdalan Extract|GearIcon4=Coral Armor|GearIcon5=Anxiety Ventilator|ingredients4=11x Orichalcum Chunk,3x Hydradynamic Scales,4x Amygdalan Extract|ingredients5=5x Liquid Aether,4x Atlantean Tekne,6x Oxidized Ambrosia,2x Hydradynamic Scales,2x Amygdalan Extract",,
EA2739,Dragon of Phobos Live Study,Technology,Odyssey,Cycle V,Standard,,Combat,Production Facility,,,,,,Tranquility Tank,"GearIcon1=Trench Khopesh|GearIcon2=Trench Kusarigama|GearIcon3=Clawhorn Harpoon|ingredients1=14x Atlantean Tekne,7x Amygdalan Extract|ingredients2=11x Atlantean Tekne,7x Orichalcum Chunk,6x Hydradynamic Scales,5x Amygdalan Extract|ingredients3=15x Atlantean Tekne,11x Hydradynamic Scales|GearIcon4=Phobos Urumi|ingredients4=16x Orichalcum Chunk,7x Hydradynamic Scales,4x Amygdalan Extract,1x Dragon of Phobos Core,1x [[Phobos Whip]]|GearIcon5=Harpoon Ballista Gun|ingredients5=15x Atlantean Tekne,11x Hydradynamic Scales,1x  Undead Silver",,
EA2740,Meduketos Sighting,Technology,Odyssey,Cycle V,Standard,,Combat,Production Facility,,,,,,Blacksound Stage,"GearIcon1=Nereidan Sonar|GearIcon2=Aether Extinguisher|GearIcon3=Ambrosia Filter|ingredients1=4x Black-tained Stepfinger,5x Atlantean Tekne,2x Photophobic Flesh,2x Microwave Cell|ingredients2=4x Liquid Aether,4x Photophobic Flesh|ingredients3=4x Liquid Aether,3x Photophobic Flesh|GearIcon4=Eggtank|ingredients4=3x Black-tained Stepfinger,4x Orichalcum Chunk,3x Microwave Cell",,
EA2741,Meduketos Autopsy,Technology,Odyssey,Cycle V,Standard,,Combat,Production Facility,,,,,,Hyperbaric Oven,"GearIcon1=Helldiver|GearIcon2=Fire-Resistant Suit|GearIcon3=Protomachus Diving Amphora|ingredients1=1x Dreamwalker Titan,1x Meduketos Core|ingredients2=9x Orichalcum Chunk,5x Photophobic Flesh,2x Microwave Cell|ingredients3=7x Atlantean Tekne,4x Orichalcum Chunk,6x Microwave Cell|GearIcon4=Infrared Module|GearIcon5=Eys-Omnes|ingredients4=15x Atlantean Tekne,8x Photophobic Flesh|ingredients5=7x Orichalcum Chunk,5x Atlantean Tekne,5x Oxidized Ambrosia,2x Photophobic Flesh,2x Microwave Cell",,
EA2742,Meduketos Live Study,Technology,Odyssey,Cycle V,Standard,,Combat,Production Facility,,,,,,Microwave Solutions,"GearIcon1=Medusian Wavegun|GearIcon2=Heatsword|GearIcon3=Fireraiser Shield|ingredients1=8x Atlantean Tekne,4x Liquid Aether,8x Microwave Cell|ingredients2=9x Liquid Aether,6x Photophobic Flesh,5x Microwave Cell|ingredients3=4x Orichalcum Chunk,7x Liquid Aether,12x Photophobic Flesh|GearIcon4=Oculus Lance|GearIcon5=Infrared Signaler|ingredients4=14x Orichalcum Chunk,8x Photophobic Flesh,3x Microwave Cell,1x Meduketos Core,1x [[Oculus Headlamp]]|ingredients5=2x Orichalcum Chunk,11x Atlantean Tekne,10x Oxidized Ambrosia,4x Photophobic Flesh,3x Microwave Cell",,
EA2743,Silvered Weapons,Technology,Odyssey,Cycle V,Standard,,Combat,Production Facility,,,,,,Silverstring Chorus,"GearIcon1=Pearlstalk Mace|GearIcon2=Quicksilver Bow|GearIcon3=Squirming Knives|ingredients1=15x Orichalcum Chunk,34x Oxidized Ambrosia|ingredients2=5x Orichalcum Chunk,6x Liquid Aether,13x Oxidized Ambrosia,5x Microwave Cell|ingredients3=9x Liquid Aether,19x Oxidized Ambrosia,5x Hydradynamic Scales,1x Undead Silver",,
EA2744,Silvered Armor,Technology,Odyssey,Cycle V,Standard,,Combat,Production Facility,,,,,,Non-Euclidean Vault,"GearIcon1=Mercurial Cryptex|GearIcon2=Future Spirathorax|GearIcon3=Silverskin|ingredients1=16x Atlantean Tekne,4x Oxidized Ambrosia,9x Photophobic Flesh|ingredients2=15x Atlantean Tekne,4x Orichalcum Chunk,22x Oxidized Ambrosia,3x Microwave Cell|ingredients3=16x Orichalcum Chunk,11x Microwave Cell|GearIcon4=Dark Exemplar|GearIcon5=Moonlung|ingredients4=13x Orichalcum Chunk,6x Hydradynamic Scales,4x Amygdalan Extract,1x Dragon of Phobos Core,1x [[Grinmask]]|ingredients5=5x Liquid Aether,8x Orichalcum Chunk,11x Oxidized Ambrosia,4x Hydradynamic Scales,3x Amygdalan Extract",,
EA2745,Silvered Support,Technology,Odyssey,Cycle V,Standard,,Combat,Production Facility,,,,,,Silvered Organ,"GearIcon1=Spiral Visor|GearIcon2=Silver Rebreather|GearIcon3=Ephemeral Pearl|ingredients1=9x Liquid Aether,10x Oxidized Ambrosia,1x Undead Silver|ingredients2=6x Orichalcum Chunk,4x Liquid Aether,8x Amygdalan Extract|ingredients3=13x Orichalcum Chunkr,27x Oxidized Ambrosia|GearIcon4=Silverlight Amulet|ingredients4=15x Atlantean Tekne,16x Oxidized Ambrosia,4x Hydradynamic Scales",,
EA2746,Ur-Fleece Sighting,Technology,Odyssey,Cycle V,Standard,,Combat,Production Facility,,,,,,Mortal Gatehouse,"GearIcon1=Trespasser|GearIcon2=Argocryptex Delta|GearIcon3=Crown of the Trench|ingredients1=1x Dreamwalker Titan,6x Fading Light Construct|ingredients2=19x Atlantean Tekne,31x Oxidized Ambrosia,4x Black Wool Strand,2x Fading Light Construct|ingredients3=15x Orichalcum Chunk,34x Oxidized Ambrosia,7x Black Wool Strand,4x Fading Light Construct,1x [[Headdress of the Deep]]|GearIcon4=Oculus Lighthouse|ingredients4=22x Atlantean Tekne,14x Photophobic Flesh,4x Black Wool Strand,6x Fading Light Construct,2x Meduketos Core,1x [[Oculus Lance]]|GearIcon5=Deadalive Spear|ingredients5=13x Orichalcum Chunk,30x Oxidized Ambrosia,5x Black Wool Strand,4x Fading Light Construct,1x [[Crown of the Trench]]",,
EA2747,Titan X Sighting,Technology,Odyssey,Cycle V,Standard,,Combat,Production Facility,,,,,,Crisis War Room,"GearIcon1=Executioner|GearIcon2=X-iphos|GearIcon3=Needleknives|ingredients1=1x Dreamwalker Titan,6x Orichalcum Alloy,1x Titan X Core -OR- 1x Meduketos Core,1x Dragon of Phobos Core|ingredients2=6x Orichalcum Chunk,9x Oxidized Ambrosia,3x Orichalcum Alloy|ingredients3=5x Liquid Aether,10x Oxidized Ambrosia,2x Orichalcum Alloy,2x Slave Metal|GearIcon4=Bladedance Armor|ingredients4=8x Orichalcum Chunk,6x Oxidized Ambrosia,1x Amygdalan Extract,1x Microwave Cell,4x Orichalcum Alloy,1x Slave Metal|GearIcon5=Pain Fuse|ingredients5=3x Atlantean Tekne,5x Liquid Aether,3x Photophobic Flesh,3x Slave Metal",,
EA2748,Titan X Investigation,Technology,Odyssey,Cycle V,Standard,,Combat,Production Facility,,,,,,The Lookout,"GearIcon1=Hermes Highway|GearIcon2=Executioner Armor|GearIcon3=Executioner Shortswords|ingredients1=14x Atlantean Tekne,10x Photophobic Flesh,6x Orichalcum Chunk|ingredients2=12x Liquid Aether,10x Amygdalan Extract,2x Orichalcum Alloy,8x Slave Metal|ingredients3=9x Liquid Aether,30x Oxidized Ambrosia,9x Orichalcum Alloy,4x Slave Metal|GearIcon4=Executioner Helm|ingredients4=14x Atlantean Tekne,11x Hydradynamic Scales,3x Orichalcum Alloy,3x Slave Metal|GearIcon5=Executioner|ingredients5=1x Dreamwalker Titan,1x Titan X Core",,
