Card ID,Name,Game,Render Type,Card Size,Cycle,Found In,Acquisition,Flavor,Slot,Transforms Into,Traits,Attack Dice,Precision,Power,Defensive Statistics,Backside text,Asterisk Effect,AB for Parsing,Ability Box Literal,Secrets,FAQ,Errata
ZJ1840,Atlantean Lance,Odyssey,Gear,Mini American,Mnestis Theatre,Secret Deck 12,Tree of Knowledge,,2 Hands,Atlantean Gun,"Lance, Atlantean, Iron, Metal",4,+4,1 Red. +1 Black. +1 Power. Danger 7+ +1 Power,,,,"Mnestis. Unique. {Reach 2}. {Opening 3}. {Hope 2}. {Assist 2}. {Trauma Trick}. $ComplicatedAction {Improved Rush}. If attacking from a VP, gain +1 @Power. <Wound> Move 1 Rapid Adaptation token or unlock a Primordial VP",,,,
ZJ1841,Ship of Theseus,Odyssey,Gear,Mini American,Mnestis Theatre,Secret Deck 12,Tree of Knowledge,A true ontological weapon. Would that he had said yes,2 Hands,,"Sword, Ship, Metal, Labyrinth, Mythic",1,+4,"3 Red, 2 Black, 1 White",,,,"Mnestis. Unique. {Power Re-roll 2}. {Hope 2}. {Opening 3}. During an Attack, ignore Labyrinth tiles for the purposes of Line of Sight and adjacency. $Fate Arrive from Time-clocked. *Cognitive Science:* During the second ability window, you may lose 1 token or statistic from the following list to gain a different one: Despair, Bleeding, Midas, Ambrosia, @Danger, @Rage, @Fate. %Danger 7+% When you are about to die on a Labyrinth tile, move up to 4 spaces and perform a *Bonus Attack!* Then discard this card and die",,,,
ZJ1842,Poseidonis,Odyssey,Gear,Mini American,Mnestis Theatre,Secret Deck 12,Tree of Knowledge,Black depths bleed black thoughts and blacker deeds,2 Hands,,"Trident, Spear, Divine, Hephaestum",3,+3,3 Red. +3 Power,,,,Mnestis. Unique. {Ranged 1-4}. {Auto-hope 1}. {Auto-black 1}. {Elation 2}. {Vault}. {Pull 1}. {Armor-piercing}. Ignore the Power Dice Limit. <Start of your turn> Gain 1 Ambrosia token or 2 Bleeding tokens. <Wound> Discard 2 Bleeding tokens. %Fate 6+% Gain +1 @Power against @GT. $Discard Discard all Ambrosia tokens from any Titan,,,,
ZJ1843,Gaia's Root,Odyssey,Gear,Mini American,Mnestis Theatre,Secret Deck 12,Tree of Knowledge,The Children of the Earth shall one day rise up against the Sky,"1 Hand, 2 Hands",,"Sword, Wood, Tree, Life, Elder, Gaia",X,+X,1 Red,,,,Mnestis. Unique. {Opening 4}. {Masterwork}. {Ambrosia Limit +1}. You cannot lose @Danger. {Super Smart Delivery}. *Earthbound:* X is equal to how many @Danger you have on your Triskelion. Ignore Power Dice Limit rules. %Fate 6+% Only if used as @TwoHanded: $Fate $Fate $Fate $Discard {Second Chance},,,,
ZJ1844,Midashield,Odyssey,Gear,Mini American,Mnestis Theatre,Secret Deck 12,Tree of Knowledge,Greed is good. Absolute greed leads to the end of all things,1 Hand,,"Shield, Metal, Gold, Divine",1,+2,4 Red,3 Reroll. 2 Laser,,,"Mnestis. Unique. <Start of your turn> Gain 1 Midas token. {Renege} (@Midas). $Fate $Exhaust {Block 1}. $Discard {Block 2}. *Power of Greed:* +X @Power, where X is equal to the number of Midas tokens you have. You cannot lose Midas tokens in any other way than attacking",,,,
"ZJ1845, ZJ0692",Pantheon,Odyssey,Gear,Mini American,Mnestis Theatre,Secret Deck 12,Tree of Knowledge,"Follow in the footsteps of the Savior Thief, for nothing is holy","1 Hand, 2 Hands, 3 Hands",,"Slabsword, Club, Relief, Divine",1,+0,3 White. +5 Power,,,,"Mnestis. Unique. -2 @Speed. {Hope 2}. {Black 1}. {Opening 3}. {Overbreak 3}. {Pushback 2}. {Cumbersome}. {Commit}. Ignore Kickbacks. Ignore the _Lumbering_ Trait. If used with fewer hands than 3, lose -2 Precision and -1 @Power per missing hand. *Aeon Transgress:* At the start of your turn, make an Awakening Roll, adding @Rage to your roll. If you Awaken, treat it as if you had Awakened from an Obol (you die at the end). %Danger 6+% When you Awaken, treat it as if you ""Went Beyond"" (see Go Beyond rules)",,,,
ZJ1846,Voice of the Silenced,Odyssey,Gear,Mini American,Mnestis Theatre,Secret Deck 12,Tree of Knowledge,Let those buried under the uncaring Aeons be heard at last,1 Hand,,"Lance, Sword, Electrum, Metal",3,+X,1 Black. +1 Black,,,+1 @d10 per permanently dead Titan in the battle,"Mnestis. Unique. {Inspire 1}. {Opening 4}. {Break 2}. {Hope 3}. $ComplicatedAction {Rush}. If Attacking from a VP, gain +1 @Power. Ignore Power Dice Limit rules. X is equal to twice the number of Cycles you've successfully completed. %Danger 4+% {Inspire 3} instead",,,,
ZJ1847,Gaiaegis,Odyssey,Gear,Mini American,Mnestis Theatre,Secret Deck 12,Tree of Knowledge,The nurturing Mother shades you from the cruel Sun,1 Hand,,"Shield, Wood, Tree, Life, Alive, Elder, Gaia",3,+4,1 Black. +1 White. +1 Power,2 Black. 2 Reroll,,,"Mnestis. Unique. {Assist 2}. {Opening 3}. {Hope 2}. {Ambrosia Limit +1}. {Pushback, Knockback, Kickback Reudction 3}. $Fate {Shaded}. Cannot use {Burden}. Cannot equip if you have @Gear with _Gold_, _Sun_, or _Divine_ Trait equipped. %Rage 7+% Immediately discard all Ambrosia tokens (only once per Battle)",,,,
ZJ1848,Blades of Rage,Odyssey,Gear,Mini American,Mnestis Theatre,Secret Deck 12,Tree of Knowledge,To sow discord and chaos among the peoples of Hellas,2 Hands,,"Knife, Whip, Metal, Mythical",5,+3,1 Black,,,,"Mnestis. Unique. {Auto-fire 3}. {Black 3}. {Opening 2}. {Succor}. {Provoke}. {Reach 4}. {Vault}. {Pull 3}. $MovementAction {Hermes Move 2}. Ignore Power Dice Limit rules. When attacking, gain +2 @Rage instead. *Anger Issues:* If you don't attack during your turn, you die. $Fate $Fate {Scale}. %Danger 9+% If you gain @Rage above 9, instead of dying, draw an Obol",,,,
ZJ1849,Lightbringer,Odyssey,Gear,Mini American,Mnestis Theatre,Secret Deck 12,Tree of Knowledge,May he rot in Darkness,1 Hand,,"Sword, Electrum, Stone, Divine",3,+5,1 White. +1 White. +3 Power,,,,"Mnestis. Unique. {Auto-hope 3}. {Fire 3}. {Opening 2}. Ignore Power Dice Limit rules. $Fate $CombatAction Gain +1 @Danger and attack with {Ranged 2-5}. $Fate $Exhaust When you would die from a Curse Attack, draw an Obol instead. <Crit Miss> You are incinerated. %Fate 6+% Lose Auto-hope 2 and Fire 3. Gain {Black 5}",,,,
AJ1998,Unseen Scar,Odyssey,Gear,Mini American,Cycle I,Promo,Other,Those who have endured the maze and found their way home share a kinship,Attachment,,"Labyrinth, Stone, Badge, Primordial",,,,1 Despair,,,Unique. Badge. Titan Attachment. <Crit Evade Fail> Discard this card and place a Z Labyrinth tile under your Titan,,,,
"DJ2225, DJ2226, DJ2227, DJ2228",Suntanned Fists,Odyssey,Gear,Mini American,Cycle IV,,Other,,2 Hands,Stock Cryptex,Flesh,2,+2,1 Red,,,,"This item can be used as a @OneHanded Weapon, with the following modifiers: -1 @d10",,,,
"DJ2225, DJ2226, DJ2227, DJ2228",Stock Cryptex,Odyssey,Gear,Mini American,Cycle IV,,Other,,Attachment,Suntanned Fists,"Argotech, Cryptex",,,,,,,{Frontlines}. Titan Attachment. {Restricted} (_Cryptex_),,,,
"DJ2229, DJ2230",Eclipse Sword,Odyssey,Gear,Mini American,Cycle IV,,Crafting,Still glowing with divine hatred,1 Hand,,"Sword, Eclipse, Sun, Stone",1,+2,3 Red. +1 Power,,,,{Black 1}. {Hope 1}. <Sunbask 2> Gain +1 @Power. %Danger 6+% {Power Re-roll 2},,,,
"DJ2231, DJ2232",Feathermace,Odyssey,Gear,Mini American,Cycle IV,,Crafting,A toast to the fall from grace!,1 Hand,,"Club, Feathers, Flammable, Bone, Primordial, Eclipse",1,+2,"2 Red, 1 Black. +1 Power",,,,{Break 2}. {Opening 1}. <Sunstarved> {Vault}. %Danger 6+% {Pushback 2},,,,
"DJ2233, DJ2234",Burnout Whip,Odyssey,Gear,Mini American,Cycle IV,,Crafting,A whip is but a leash revealed,1 Hand,,"Whip, Sun, Flammable, Eclipse, Primordial",3,+3,1 Red,1 Energy,,,{Reach 2}. {Opening 1}. {Auto-black 1}. {Provoke}. <Sunstarved> {Spotlight}. <Each hit> {Fire 1}. %Danger 6+% $Energy $Fate $Exhaust {Hermes Move 1},,,,
"DJ2235, DJ2236",Descentaxe,Odyssey,Gear,Mini American,Cycle IV,,Crafting,A sundown has come,2 Hands,,"Axe, Stone, Eclipse, Sun",3,+0,1 Black,,,,{Black 2}. {Opening 1}. {Commit}. {Cumbersome}. <Sunbask 1> Gain +2 Precision. <Sunbask 2> {Deadly}. <Full Miss> {Break 3},,,,
"DJ2237, DJ2238",Duskedges,Odyssey,Gear,Mini American,Cycle IV,,Crafting,Eking out the most from the last rays of the Sun,2 Hands,,"Knife, Stone, Eclipse, Sun",2,+3,1 Red,,,"When you attack, you may discard a Fire token from the Kratos Pool to gain +1 @d10 (up to 3 times)",{Reposition 3}. {Black 1}. <Each miss> {Opening 1}. <Start of Battle> Gain 1 Ambrosia token. %Danger 6+% {Fire 1},,,,
"DJ2239, DJ2240",Ember Spear,Odyssey,Gear,Mini American,Cycle IV,,Crafting,"Until we draw our last breath, the embers of Hyperborea will be remembered",2 Hands,,"Spear, Fire, Flammable, Sun, Eclipse, Stone",3,+2,1 Red. +1 Power,,,The Crit Die hit grants you @BlackPowerDie instead,{Reach 2}. {Fire 2}. {Opening 2}. {Commit}. <Sunstarved> $Fate {Precise}. %Danger 6+% {Assist 2},,,,
"DJ2241, DJ2242",Withered Javelin,Odyssey,Gear,Mini American,Cycle IV,,Crafting,To help us remember: nothing is eternal,1 Hand,,"Javelin, Bone, Primordial, Eclipse",4,+4,1 Red,,,,"{Ranged 2-5}. {Reposition 1}. {Cumbersome}. <Sunbask 2> {Ranged 2-6} instead, {Auto-break 2}. %Danger 5+% Loses {Cumbersome}",,,,
"DJ2243, DJ2244",Corona Discus,Odyssey,Gear,Mini American,Cycle IV,,Crafting,"A gift of those who left for the Demesne, may they live on in our memory",1 Hand,,"Discus, Sun, Eclipse, Fire, Stone",2,+3,1 Black,,,,{Ranged 2-3}. {Fire 2}. {Opening 1}. {Auto-break 1}. {Reposition 1}. {Cumbersome}. <Sunstarved> Gain +1 @Power. %Danger 8+% {Deadly},,,,
"DJ2245, DJ2246, DJ2247, DJ2248",Accursed,Odyssey,Gear,Mini American,Cycle IV,,Crafting,The curses of this land are like two-headed cobras: they bite both ways,Attachment,,"Accursed, Eclipse",,,,,,,Attach to a Weapon or @Armor with the _Abyss_ Trait. That @Gear becomes _Accursed_ (becomes Power Level IV). It loses the _Abyss_ Trait and gains this Attachment's Traits and {Reposition 1}. @Armor gains @Fate @Fate @Fate @Discard Wish Armor. <End of Battle> Permanently lose this card and the @Gear card it is attached to. %Danger 9+% Weapon gains {Clutch},,,,
"DJ2249, DJ2250",Sunkissed Kalasiris,Odyssey,Gear,Mini American,Cycle IV,,Crafting,"It might not look like much, but it survived the gaze of the Sun",Armor,,"Armor, Cloth, Flammable, Sun, Eclipse",,,,2 Red. 1 Sun,,,{Tumble}. $Discard {Shaded}. $Fire $Fate $Exhaust {Wish Armor}. %Danger 5+% $Discard {Second Chance},,,,
"DJ2251, DJ2252",Feather Cataphract,Odyssey,Gear,Mini American,Cycle IV,,Crafting,The remains of the feathery chariot may yet be of use,Armor,,"Armor, Feather, Primordial, Flammable, Eclipse",,,,1 Black,,,"$Fate {Reinforce 1}. {Pushback, Knockback, Kickback Reduction 2}. $Fate $Exhaust When you are about to suffer {Knockdown}, {Reposition 3} instead. %Danger 7+% <Reaction> $Fate $Exhaust {Pursuit 3}",,,,
"DJ2253, DJ2254",Eclipse Shield,Odyssey,Gear,Mini American,Cycle IV,,Crafting,For the throne of the Sun is blacker than Hades,1 Hand,,"Shield, Stone, Eclipse, Sun",3,+3,1 Red. +1 Power,,,,"{Opening 2}. {Auto-break 1}. $Fate $Exhaust {Block 1}. <Sunbask 2> Gain +1 @Evasion. %Danger 4+% When you Block, immediately place 1 Opening token in the Kratos Pool",,,,
"DJ2255, DJ2256",Refracted Light Elixir,Odyssey,Gear,Mini American,Cycle IV,,Crafting,"In this land of curses, even light kneels",Support,,"Eclipse, Sun, Divine, Elixir",,,,,,,"$Fire $Exhaust {Wish Dodge}. $Fate $Discard {Unholy Alchemy}. %Danger 7+% When you use this card's Unholy Alchemy, place as many Black tokens in the Kratos Pool as Midas tokens you've turned",,,,
"DJ2257, DJ2258",Hermes Guard,Odyssey,Gear,Mini American,Cycle IV,,Crafting,Climbing the Irem Towers is dangerous but necessary. This will help you survive... for a while,Support,,"Metal, Rope, Hook, Argotech, Flammable",,,,,,,<Reaction> $Fate $Exhaust {Hermes Reflex},,,,
"DJ2259, DJ2260",Kaleidoscope Module,Odyssey,Gear,Mini American,Cycle IV,,Crafting,Light and wishes weave illusions. See through them,Support,,"Sun, Primordial, Augment, Argotech",,,,,,,"$Fate $Exhaust If the Kratos Pool is empty, immediately place 2 Opening and 2 Break tokens, or 2 Fire tokens there. $Fate $Exhaust Immediately place 2 Opening or 2 Break tokens in the Kratos Pool",,,,
"DJ2261, DJ2262, DJ2263, DJ2264",Hermes Grappling Hook,Odyssey,Gear,Mini American,Cycle IV,,Crafting,The major hurdle in adapting the Spartan Hermes Gear for Titan use: scale,Attachment,,"Metal, Rope, Hook, Hermes Gear, Argotech, Flammable",,,,,,,Titan Attachment. {Restricted} (_Hermes Gear_). $MovementAction {Hermes Move 1}. $MovementAction $Fate $Exhaust {Hermes Move 2},,,,
"DJ2265, DJ2266",Lamellar Preemptive Armor,Odyssey,Gear,Mini American,Cycle IV,,Crafting,For the best defense is an attack,Armor,,"Empire, Gold, Metal",,,,+1 Evasion,,,{Strikeback 0}. $Fate $Fate $Exhaust {Wish Armor}. $Fate $Exhaust {Stand up}. %Danger 7+% You may use this card's ability as @Reaction,,,,
"DJ2267, DJ2268",Strikeback Dagger,Odyssey,Gear,Mini American,Cycle IV,,Crafting,"In the Empire, they call it a critical embargo",1 Hand,,"Empire, Gold, Metal, Knife",4,+3,1 Red,1 Reroll,,,{Strikeback 3}. {Reposition 3}. {Opening 2}. {Pushback 1}. $Fate $Exhaust {Block 1}. <Sunstarved> Place 1 Fire token in the Kratos Pool. %Danger 9+% 3 @EvasionReroll instead,,,,
"DJ2269, DJ2270",Persian Pillarmace,Odyssey,Gear,Mini American,Cycle IV,,Crafting,Nothing beats a rod of stone,2 Hands,,"Empire, Gold, Relief, Fire, Club",5,+1,1 Red,,,,{Fire 2}. {Daze}. {Pushback 1}. <Full Hit> {Diversion}. <Full Miss> {Fire 2}. %Danger 5+% $Discard Place an [Irem Tower|DI2028] Terrain tile on an adjacent space,,,,
DJ2271,Hunger Longknives,Odyssey,Gear,Mini American,Cycle IV,,Crafting,There's never enough. There's always room for a little more,2 Hands,,"Empire, Gold, Metal, Knife",2,+2,1 Red. +2 Power,,,"When you attack, gain 1 or 3 Midas tokens to gain +1 @d10 or +2 @d10 respectively",Unique. {Reposition 4}. {Power Re-roll 1}. <Crit Miss> Gain 1 Midas token. <Sunbask 1> {Opening 2}. %Danger 8+% {Commit} (@Midas),,,,
"DJ2272, DJ2273",Imperial Bow,Odyssey,Gear,Mini American,Cycle IV,,Crafting,Ceremonial,2 Hands,,"Empire, Wood, Gold, Metal, Bow",2,+4,2 Red,,,,{Ranged 3-6}. {Fire 2}. {Reposition 1}. {Cumbersome}. {Commit}. <Sunstarved> {Opening 2}. %Danger 4+% {Power Re-roll 1},,,,
"DJ2274, DJ2275",Paraguard,Odyssey,Gear,Mini American,Cycle IV,,Crafting,There are many strange designs in Icarus's Scriptos,Support,,"Empire, Argotech, Metal, Wood, Cloth",,,,,,,$Discard {Lifeline}. $Fate $Exhaust {Knockback Reduction 3}. $Fate $Exhaust Deflate. You may use this ability while floating,,,,
"DJ2276, DJ2277",Alchemic Catalyst,Odyssey,Gear,Mini American,Cycle IV,,Crafting,The Empire learned to turn ambrosia to gold,Support,,"Empire, Midas, Augment, Elixir, Alchemy",,,,,,,$Fate $Exhaust {Unholy Alchemy}. $Fate $Exhaust {Reverse Unholy Alchemy}. $Fate $Discard {Second Chance},,,,
"DJ2278, DJ2279",Greed Limiter,Odyssey,Gear,Mini American,Cycle IV,,Crafting,The Empire views any limits on profit as blasphemous,Support,,"Empire, Midas, Augment, Argotech, Alchemy",,,,,,,$Fate $Exhaust {Stanch} (@Midas). %Danger 8+% $Fate $Discard {Superior Stanch} (@Midas),,,,
"DJ2280, DJ2281",Glass Armor,Odyssey,Gear,Mini American,Cycle IV,,Crafting,Made of glass harvested from the Eschaton-touched desert,Armor,,"Armor, Glass, Sun",,,,3 Reroll. 1 Laser,,,$Fate $Exhaust {Wish Armor}. <Crit Evade Fail>  Discard this card,,,,
"DJ2282, DJ2283",Golden Armor,Odyssey,Gear,Mini American,Cycle IV,,Crafting,"By virtue of being made of khrusos, it provides limited protection against the Midas curse",Armor,,"Armor, Gold, Sun",,,,2 Red. 2 Reroll. 1 Midas,,,"{Knockback, Wish Away Reduction 1}. %Midas 2+% $Midas $Midas {Wish Armor}",,,,
"DJ2284, DJ2285",Golden Discus Buckler,Odyssey,Gear,Mini American,Cycle IV,,Crafting,This disc was flattened by the weight of its own value,1 Hand,,"Shield, Discus, Gold, Irem",3,+3,1 Red. +1 Red. Danger 6+ +1 Power,1 Midas,,,{Ranged 2-4}. $Fate $Exhaust {Block 1}. {Opening 2}. {Fire 1}. {Provoke}. {Commit}. {Cumbersome}. <Sunbask 1> Discard 1 Midas token,,,,
"DJ2286, DJ2287",Statue Anchor,Odyssey,Gear,Mini American,Cycle IV,,Crafting,Something to ground you,Support,,"Metal, Rope, Chain, Relief",,,,,,,"$Fate $Exhaust {Knockback, Kickback, Pushback Reduction 2}. $Fate $Exhaust When you are about to suffer Airburst or Float, ignore it. %Danger 9+% $Discard {Clutch} (don't discard the active weapon)",,,,
"DJ2288, DJ2289",Hermes Gear Prototype,Odyssey,Gear,Mini American,Cycle IV,,Crafting,No one imagined the Deathdealers' technology would be repurposed in this way,Attachment,,"Metal, Rope, Hook, Hermes Gear, Argotech, Flammable",,,,,,,Titan Attachment. {Restricted} (_Hermes Gear_). $MovementAction {Hermes Move 2}. $MovementAction $Fate $Discard {Hermes Move 3},,,,
"DJ2290, DJ2291",Auric Bank,Odyssey,Gear,Mini American,Cycle IV,,Crafting,"A poor return on investment may, ironically, be exactly what you need",Support,,"Empire, Gold, Metal",,,,1 Midas,,,{Midas Immune}. $Fate $Exhaust Discard 1 Midas token from this card. %Danger 7+% $Discard Discard all Midas tokens from this card,,,,
"DJ2292, DJ2293",Lampward,Odyssey,Gear,Mini American,Cycle IV,,Crafting,To stave off the most ludicrous wishes,Support,,"Argotech, Wish, Lamp",,,,,,,"{Light 1}. $Fate $Exhaust {Wish Armor}. %Danger 8+% If you exhausted this card to gain Wish Armor, $Discard $Fate gain {Advanced Wish Dodge}",,,,
"DJ2294, DJ2295",Wish Dampener,Odyssey,Gear,Mini American,Cycle IV,,Crafting,Softens the blow of broken dreams,Support,,"Argotech, Wish, Augment",,,,,,,$Exhaust Gain +X @Fate when you suffer Wish Away to reduce it by X. $MovementAction $Discard {Wish Away 8} from the Primordial (even from within the Staircase). $Discard {Wish Armor},,,,
"DJ2296, DJ2297",Curse Mediator,Odyssey,Gear,Mini American,Cycle IV,,Crafting,"Remedial restructuring may lessen the burden of a Curse, at least for a time",Support,,"Argotech, Curse, Augment",,,,,,,"+1 Will. $Fate $Exhaust Flip a Mind Condition card. $Fate $Discard {Solace}. %Danger 8+% $Discard When you are about to die from any Curse effect, draw an Obol instead",,,,
DJ2298,Phantom Spear,Odyssey,Gear,Mini American,Cycle IV,,Crafting,,2 Hands,Phantom Spear (Strikeback),"Argotech, Anemoi, Primordial, Alive",2,+0,"1 Red, 1 Black",,,,"Unique. {Strikeback 3}. {Reach 2}. {Black 1}. {Closing 3}. {Commit}. $Fate $Fate {Heartseeker}. When you perform a Strikeback Attack, use the other side of this card. %Danger 9+% {Clutch}",,,,
DJ2298,Phantom Spear (Strikeback),Odyssey,Gear,Mini American,Cycle IV,,Crafting,,2 Hands,Phantom Spear,"Argotech, Anemoi, Primordial, Alive",2,+3,2 Black,,,,Unique. {Reach 2}. {Auto-black 2}. {Closing 1}. {Commit}. $Fate $Fate {Heartseeker}. Use this side only during a Strikeback Attack. %Danger 7+% {Clutch},,,,
DJ2299,Igniter Sling,Odyssey,Gear,Mini American,Cycle IV,,Crafting,"They say that in the West, even seas burn",2 Hands,,"Argotech, Bow, Pistol, Fire, Ambrosia",1,+0,"1 Red, 1 White. +2 Power",2 Energy,,,Unique. {Ranged 2-4}. {Fire 3}. {Commit} (@Fate @Energy @Fire). {Cumbersome} %Danger 5+% {Startup 2},,,,
"DJ2300, DJ2301",Stillsuit,Odyssey,Gear,Mini American,Cycle IV,,Crafting,Survival suit based on Hyperborean high-altitude tekne,Armor,,"Argotech, Irem",,,,2 Red,,,"Ascended. Ignore {Drift} Precision Penalty. $Fate $Exhaust When resolving an Attack against you, if the Primordial Shadowsteps, Vanishes, Flickers, or moves to the center of the Board, move up to 3 spaces (until adjacent) toward it. %Danger 9+% $Discard Flip 1 Aether token",,,,
"DJ2302, DJ2303",Solidifier,Odyssey,Gear,Mini American,Cycle IV,,Crafting,The alchemical device will interfere with the Dahaka's constant flux,Support,,"Potion, Metal, Ambrosia, Anemoi, Primordial",,,,,,,"Ascended. $Fate $Discard When performing an Attack, treat your Attack as if it was an Interrupt. $Fate $Discard Discard up to 2 Ambrosia tokens",,,,
"DJ2304, DJ2305",Glassword,Odyssey,Gear,Mini American,Cycle IV,,Crafting,This glass reflect unfulfilled dreams of an aeon past,1 Hand,,"Sword, Glass, Irem",2,+1,1 Black. +1 Red. +1 Power,,,,"{Strikeback 2}. {Hope 2}. {Startup 2}. $Fate $Discard {Wish Armor}. <Crit Miss> After the Attack, discard this @Gear",,,,
"DJ2306, DJ2307",Golden Sword,Odyssey,Gear,Mini American,Cycle IV,,Crafting,It derives its power from the Midas Curse,1 Hand,,"Sword, Gold, Irem",3,+3,1 Red. +1 Black,1 Midas,,,{Fire 2}. {Opening 1}. {Power Re-roll 1}. <Crit Miss> Immediately fully miss the Attack and gain 1 Midas token,,,,
DJ2308,Gilded Axe,Odyssey,Gear,Mini American,Cycle IV,,Crafting,Beauty before function and reason. What people made this?,2 Hands,,"Axe, Gold, Irem",2,+0,1 Black. +1 Power,,,,Unique. {Commit}. {Closing 2}. {Fire 2}. <Full Miss> {Fire 2}. <Crit Miss> Gain 1 Midas token. <Sunbask 1> Gain +2 Precision. <Sunbask 2> {Deadly} or {Precise} or +1 @Power,,,,
"DJ2309, DJ2310",Hermes Ballista Gun,Odyssey,Gear,Mini American,Cycle IV,,Crafting,Air superiority,1 Hand,,"Bow, Wood, Flammable, Labyrinth, Argotech",2,+2*,1 Black. +1 Red. Danger 8+ +1 Power,,,"+4 instead, if your Hermes Movement ended closer to the Primordial",{Ranged 4-6}. {Commit}. {Cumbersome}. {Break 3}. {Closing 1}. $MovementAction {Hermes Move 2},,,,
"DJ2311, DJ2312",Silk Armor,Odyssey,Gear,Mini American,Cycle IV,,Crafting,The silk of the Empire exhibits weak paracausal properties,Armor,,"Silk, Flammable, Primordial",,,,+1 Evasion,,,"{Bypass}. $Midas $Fate {Dodge}. {Knockback, Wish Away Reduction 1}",,,,
"DJ2313, DJ2314",Alchemist Armor,Odyssey,Gear,Mini American,Cycle IV,,Crafting,Push the boundaries of equivalent exchange,Armor,,"Gold, Ambrosia, Hephaestum, Orichalcum, Flesh, Primordial",,,,,,,{Pass 1}. $Fate {Reinforce 2}. $Ambrosia $Exhaust {Unholy Alchemy}. $Midas $Exhaust {Reverse Unholy Alchemy},,,,
"DJ2315, DJ2316",Curse Translation Module,Odyssey,Gear,Mini American,Cycle IV,,Crafting,--Babelian Text--,Support,,"Argotech, Curse, Augment, Irem",,,,2 Energy,,,$Energy $Fate $Exhaust {Wishrod}. %Danger 8+% $Discard {Second Chance},,,,
"DJ2317, DJ2318",Bloatpack,Odyssey,Gear,Mini American,Cycle IV,,Crafting,The gas filling the Midascore's sacs is highly toxic,Support,,"Flesh, Primordial, Gold, Flammable, Windcurse",,,,,,,"$Fate *Skim:* During voluntary movement, ignore Obstacle and Chasm Terrain tiles. You cannot end your movement on an Obstacle or Chasm. $Fate $Exhaust When you are about to suffer {Airburst} or {Float}, ignore it. %Danger 8+% <Reaction> $Discard {Hermes Reflex}",,,,
"DJ2319, DJ2320",Hermes Gear Mk. I,Odyssey,Gear,Mini American,Cycle IV,,Crafting,Observe. Experiment. Adapt,Attachment,,"Metal, Rope, Hook, Hermes Gear, Argotech, Flammable",,,,,,,Titan Attachment. {Restricted} (_Hermes Gear_). $MovementAction {Hermes Move 3}. $MovementAction $Fate $Discard {Hermes Move 4},,,,
DJ2321,Djinn Cryptex,Odyssey,Gear,Mini American,Cycle IV,,Crafting,Based on Deprived reaction patterns for maximum dexterity in motion,Attachment,,"Augment, Cryptex, Djinn, Wish, Accursed",,,,,,,Unique. Titan Attachment. {Restricted} (_Cryptex_). {Frontlines}. {Startup 2}. $Fate {Semi Sync}. <Reaction> $Fate $Exhaust {Advanced Hermes Reflex},,,,
DJ2322,Liability Flail,Odyssey,Gear,Mini American,Cycle IV,,Crafting,"Mitigates risks, financial and otherwise",2 1 Hands,,"Club, Djinn, Obsidian, Gold",1,+2,"1 Black, 1 White. +1 Power",1 Midas,,,Unique. {Break 3}. {Commit} (@Midas). %Midas 1+% {Provoke}. %Midas 2+% {Daze}. %Midas 3+% {Diversion}. %Midas 4+% $Fate <Wound> {AI Suppress}. %Danger 7+% {Midas Immune},,,,
DJ2323,Debtguard,Odyssey,Gear,Mini American,Cycle IV,,Crafting,Eternal debt is worse than death,1 Hand,,"Shield, Djinn, Obsidian, Gold",4,+4,1 Red. +1 Power,1 Midas,,,Unique. {Hope 2}. {Closing 2}. {Assist 2}. <Reaction> $Midas $Exhaust {Hermes Reflex}. $Fate $Fate $Exhaust {Block 1}. %Midas 3+% $Ambrosia $Fate {Superior Stanch} (@Midas),,,,
DJ2324,Walking Tools,Odyssey,Gear,Mini American,Cycle IV,,Crafting,What was the first tower? A tree,3 1 Hands,,"Axes, Hammers, Djinn, Obsidian, Gold",3,+0,1 Red,,,Gain +1 @d10 for each Midas token you have (up to +3),Unique. {Pole Position}. {Black 1}. {Assist 2}. <Each Hit> {Opening 1}. <Each Hit> Ascent check +1. <Start of Battle> Gain 1 Midas token. %Danger 6+% $Midas $Fate $Exhaust {Lifeline},,,,
DJ2325,Golden Dawn,Odyssey,Gear,Mini American,Cycle IV,,Crafting,Brings down the punishing gaze of Heaven,1 Hand,,"Sun, Heaven, Fire, Eldertech, Old Babylon, Cursed",1,+0,2 White. Danger 6+ +1 Power,2 Energy,,,Unique. {Ranged 5-10}. {Fire 4}. {Commit}. (@Energy). {Cumbersome}. <Crit Miss> Gain the [Greed-crazed|DL2007] Condition card,,,,
DJ2326,Gnostic Pneumas,Odyssey,Gear,Mini American,Cycle IV,,Crafting,There was a time when a worker was worth more than their tools,2 Hands,,"Cestus, Metal, Hephaestum, Ambrosia, Old Babylon, Cursed",2,+3,"1 Hit 1 White. 2 Hits 1 Black, 1 White. +1 Power",2 Energy,,,Unique. {Closing 3}. {Black 1}. {Cumbersome}. {Commit} (@Fate @Energy). $Fate $Fate $Exhaust {Block 1}. *Pneuma:* Gain +1 @Power against the Babelian Lunacy. <Crit Miss> Gain the [Wishagog|DL2011] Condition card,,,,
